tweet_id,retweet,favorite,timestamp,text,rating_numerator,rating_denominator,name,stage_value,final_pred,img_num,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
888554962724278272,3732,20290,2017-07-22 00:23:06+00:00,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,10,Ralphus,,Siberian_husky,3.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,1.0,Eskimo_dog,0.166511,1.0,malamute,0.111411,1.0
888078434458587136,3653,22201,2017-07-20 16:49:33+00:00,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10,Gerald,,French_bulldog,1.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,1.0,pug,0.000931908,1.0,bull_mastiff,0.000903211,1.0
887705289381826560,5609,30779,2017-07-19 16:06:48+00:00,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10,Jeffrey,,basset,1.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,1.0,redbone,0.0875815,1.0,Weimaraner,0.026236400000000003,1.0
887517139158093824,12082,46959,2017-07-19 03:39:09+00:00,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,10,such,,Unknown,1.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,limousine,0.130432,0.0,tow_truck,0.0291754,0.0,shopping_cart,0.0263208,0.0
887343217045368832,10737,34222,2017-07-18 16:08:03+00:00,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10,Unknown,,Mexican_hairless,1.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,0.330741,1.0,sea_lion,0.275645,0.0,Weimaraner,0.134203,1.0
887101392804085760,6167,31061,2017-07-18 00:07:08+00:00,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10,Unknown,,Samoyed,1.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,1.0,Eskimo_dog,0.0350295,1.0,Staffordshire_bullterrier,0.029704700000000007,1.0
886983233522544640,8084,35859,2017-07-17 16:17:36+00:00,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10,Maya,,Chihuahua,2.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,1.0,toy_terrier,0.143528,1.0,can_opener,0.0322529,0.0
886736880519319552,3443,12306,2017-07-16 23:58:41+00:00,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10,Mingus,,kuvasz,1.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,1.0,Great_Pyrenees,0.186136,1.0,Dandie_Dinmont,0.08634630000000001,1.0
886680336477933568,4610,22798,2017-07-16 20:14:00+00:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10,Derek,,Unknown,1.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,0.738995,0.0,sports_car,0.139952,0.0,car_wheel,0.0441727,0.0
886366144734445568,3316,21524,2017-07-15 23:25:31+00:00,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10,Roscoe,,French_bulldog,1.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,1.0,Chihuahua,0.000361178,1.0,Boston_bull,7.55616e-05,1.0
886366144734445568,3316,21524,2017-07-15 23:25:31+00:00,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10,Roscoe,pupper,French_bulldog,1.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,1.0,Chihuahua,0.000361178,1.0,Boston_bull,7.55616e-05,1.0
885984800019947520,7097,33382,2017-07-14 22:10:11+00:00,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10,Jimbo,,Blenheim_spaniel,1.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,1.0,Shih-Tzu,0.00663012,1.0,Bernese_mountain_dog,0.00623915,1.0
885528943205470208,6683,36689,2017-07-13 15:58:47+00:00,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10,Maisey,,pug,1.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,1.0,Labrador_retriever,0.265835,1.0,kuvasz,0.134697,1.0
885167619883638784,4556,22367,2017-07-12 16:03:00+00:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10,Unknown,,malamute,4.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,1.0,Siberian_husky,0.0717125,1.0,Eskimo_dog,0.0557697,1.0
884562892145688576,5100,24765,2017-07-11 00:00:02+00:00,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10,Kevin,,pug,1.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,1.0,French_bulldog,0.404291,1.0,Brabancon_griffon,0.0440019,1.0
884441805382717440,5856,27478,2017-07-10 15:58:53+00:00,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10,Unknown,,Pembroke,1.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,1.0,Cardigan,0.00321648,1.0,Chihuahua,0.00208089,1.0
883482846933004288,10407,46860,2017-07-08 00:28:19+00:00,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10,Bella,,golden_retriever,1.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,1.0,Labrador_retriever,0.032409,1.0,kuvasz,0.00550072,1.0
883117836046086144,6949,37914,2017-07-07 00:17:54+00:00,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10,Unknown,,golden_retriever,2.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562,1.0,Labrador_retriever,0.045947900000000014,1.0,kuvasz,0.00247094,1.0
882992080364220416,4122,24445,2017-07-06 15:58:11+00:00,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10,Rusty,,Eskimo_dog,1.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.466778,1.0,Siberian_husky,0.406044,1.0,dingo,0.07341439999999999,0.0
882762694511734784,5134,28903,2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10,Gus,,Labrador_retriever,1.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,1.0,Chesapeake_Bay_retriever,0.074257,1.0,flat-coated_retriever,0.015579399999999997,1.0
882762694511734784,5134,28903,2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10,Gus,pupper,Labrador_retriever,1.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,1.0,Chesapeake_Bay_retriever,0.074257,1.0,flat-coated_retriever,0.015579399999999997,1.0
882627270321602560,6342,28382,2017-07-05 15:48:34+00:00,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10,Stanley,,Pembroke,1.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,1.0,Chihuahua,0.251988,1.0,Cardigan,0.107699,1.0
882268110199369728,12118,45880,2017-07-04 16:01:23+00:00,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10,Alfy,,golden_retriever,1.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,1.0,Labrador_retriever,0.0989849,1.0,cocker_spaniel,0.0171995,1.0
881666595344535552,11099,51522,2017-07-03 00:11:11+00:00,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10,Gary,,Saluki,1.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,1.0,Afghan_hound,0.25000300000000003,1.0,golden_retriever,0.16073900000000002,1.0
881268444196462592,5358,23501,2017-07-01 21:49:04+00:00,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10,Elliot,,Unknown,1.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,0.473303,0.0,Indian_elephant,0.245646,0.0,ibex,0.0556607,0.0
880872448815771648,3989,21734,2017-06-30 19:35:32+00:00,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10,Unknown,,Pembroke,1.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,1.0,Norwich_terrier,0.0613929,1.0,Chihuahua,0.0337257,1.0
880465832366813184,6546,29075,2017-06-29 16:39:47+00:00,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10,Bella,,golden_retriever,1.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,1.0,Labrador_retriever,0.0263286,1.0,cocker_spaniel,0.00937082,1.0
880221127280381952,4436,27640,2017-06-29 00:27:25+00:00,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10,Jesse,,Chihuahua,1.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,1.0,meerkat,0.104256,0.0,clumber,0.0525803,1.0
879862464715927552,3642,22667,2017-06-28 00:42:13+00:00,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10,Romeo,,basset,3.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,1.0,beagle,0.146654,1.0,cocker_spaniel,0.00948502,1.0
879492040517615616,3323,23822,2017-06-27 00:10:17+00:00,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10,Bailey,,German_short-haired_pointer,1.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,1.0,vizsla,0.124353,1.0,bath_towel,0.0733202,0.0
879376492567855104,3261,17099,2017-06-26 16:31:08+00:00,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10,Jack,,Labrador_retriever,1.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,0.663601,0.0,Labrador_retriever,0.0334961,1.0,Pembroke,0.0188266,1.0
879050749262655488,4941,23022,2017-06-25 18:56:45+00:00,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10,Steven,,Unknown,1.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,tabby,0.311861,0.0,window_screen,0.169123,0.0,Egyptian_cat,0.132932,0.0
878281511006478336,1349,7913,2017-06-23 16:00:04+00:00,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10,Shadow,,basset,1.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,1.0,collie,0.215975,1.0,Appenzeller,0.12850699999999998,1.0
878057613040115712,7181,42876,2017-06-23 01:10:23+00:00,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10,Emmy,,French_bulldog,1.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,1.0,Boston_bull,0.07879939999999999,1.0,toy_terrier,0.0152434,1.0
877736472329191424,17300,71144,2017-06-22 03:54:17+00:00,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10,Aja,,Chesapeake_Bay_retriever,2.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.8379559999999999,1.0,Labrador_retriever,0.0620342,1.0,Weimaraner,0.0405991,1.0
877556246731214848,3994,23258,2017-06-21 15:58:08+00:00,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10,Penny,,basset,1.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,1.0,Welsh_springer_spaniel,0.00193621,1.0,bathtub,0.000467919,0.0
877201837425926144,5880,27755,2017-06-20 16:29:50+00:00,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10,Nelly,,Pembroke,1.0,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,1.0,Cardigan,0.0686982,1.0,basenji,8.17379e-05,1.0
876838120628539392,3506,21125,2017-06-19 16:24:33+00:00,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10,Ginger,,bloodhound,1.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,1.0,redbone,0.24097,1.0,Tibetan_mastiff,0.08893480000000001,1.0
876838120628539392,3506,21125,2017-06-19 16:24:33+00:00,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10,Ginger,pupper,bloodhound,1.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,1.0,redbone,0.24097,1.0,Tibetan_mastiff,0.08893480000000001,1.0
876484053909872640,2511,19163,2017-06-18 16:57:37+00:00,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10,Benedict,,golden_retriever,1.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566,1.0,Irish_terrier,0.0373542,1.0,chow,0.016723599999999998,1.0
876120275196170240,4903,28490,2017-06-17 16:52:05+00:00,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10,Venti,,Bernese_mountain_dog,1.0,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,0.534327,1.0,Saint_Bernard,0.346312,1.0,Greater_Swiss_Mountain_dog,0.0949327,1.0
875747767867523072,4497,25773,2017-06-16 16:11:53+00:00,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10,Goose,,Labrador_retriever,1.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,0.799551,1.0,Chesapeake_Bay_retriever,0.179975,1.0,vizsla,0.0046176,1.0
875144289856114688,5081,22185,2017-06-15 00:13:52+00:00,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10,Nugget,,Siberian_husky,1.0,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,0.245048,1.0,Pembroke,0.223716,1.0,dingo,0.160753,0.0
875021211251597312,4922,26022,2017-06-14 16:04:48+00:00,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10,Unknown,,West_Highland_white_terrier,2.0,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,0.7143189999999999,1.0,Siberian_husky,0.0919133,1.0,Great_Pyrenees,0.0460382,1.0
874680097055178752,4875,28439,2017-06-13 17:29:20+00:00,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10,Cash,,Labrador_retriever,1.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,0.836052,1.0,Staffordshire_bullterrier,0.0470691,1.0,beagle,0.0360071,1.0
874296783580663808,4308,26651,2017-06-12 16:06:11+00:00,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10,Jed,,cocker_spaniel,1.0,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,0.437216,1.0,miniature_poodle,0.277191,1.0,toy_poodle,0.157402,1.0
874296783580663808,4308,26651,2017-06-12 16:06:11+00:00,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10,Jed,pupper,cocker_spaniel,1.0,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,0.437216,1.0,miniature_poodle,0.277191,1.0,toy_poodle,0.157402,1.0
874057562936811520,4125,23134,2017-06-12 00:15:36+00:00,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,10,Unknown,,flat-coated_retriever,1.0,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,0.8321770000000001,1.0,black-and-tan_coonhound,0.040436900000000005,1.0,Newfoundland,0.0282283,1.0
874012996292530176,11007,35501,2017-06-11 21:18:31+00:00,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,10,Sebastian,,Cardigan,2.0,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674,1.0,Pembroke,0.116622,1.0,kelpie,0.0491819,1.0
874012996292530176,11007,35501,2017-06-11 21:18:31+00:00,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,10,Sebastian,puppo,Cardigan,2.0,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674,1.0,Pembroke,0.116622,1.0,kelpie,0.0491819,1.0
873213775632977920,1667,7467,2017-06-09 16:22:42+00:00,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,10,Sierra,,vizsla,1.0,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,1.0,bloodhound,0.338069,1.0,Chesapeake_Bay_retriever,0.0126763,1.0
873213775632977920,1667,7467,2017-06-09 16:22:42+00:00,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,10,Sierra,pupper,vizsla,1.0,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,1.0,bloodhound,0.338069,1.0,Chesapeake_Bay_retriever,0.0126763,1.0
872967104147763200,5669,28031,2017-06-09 00:02:31+00:00,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,10,Unknown,doggo,Labrador_retriever,2.0,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,0.476913,1.0,Chesapeake_Bay_retriever,0.174145,1.0,German_short-haired_pointer,0.0928614,1.0
872967104147763200,5669,28031,2017-06-09 00:02:31+00:00,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,10,Unknown,,Labrador_retriever,2.0,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,0.476913,1.0,Chesapeake_Bay_retriever,0.174145,1.0,German_short-haired_pointer,0.0928614,1.0
872820683541237760,3884,15029,2017-06-08 14:20:41+00:00,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,10,Unknown,,pug,3.0,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,0.99912,1.0,French_bulldog,0.00055192,1.0,bull_mastiff,7.28904e-05,1.0
872620804844003328,3911,21309,2017-06-08 01:06:27+00:00,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,10,Monkey,,cocker_spaniel,1.0,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,0.513191,1.0,Sussex_spaniel,0.159088,1.0,standard_poodle,0.149509,1.0
872486979161796608,9429,41606,2017-06-07 16:14:40+00:00,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,10,Unknown,,Pembroke,1.0,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,0.931861,1.0,Cardigan,0.0377212,1.0,Chihuahua,0.0119667,1.0
